housing_median_age,total_rooms,population,ocean_proximity,AGE,STAR,POPULATION_STATUS
24,5114,3169,NEAR OCEAN,YOUNG,7-STAR,OVER
43,2268,1151,NEAR OCEAN,ADULT,5-STAR,OVER
37,991,463,NEAR OCEAN,ADULT,3-STAR,SMALL
39,1459,761,NEAR OCEAN,ADULT,5-STAR,MEDIUM
41,1743,811,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2043,1089,NEAR OCEAN,ADULT,5-STAR,OVER
15,5417,2593,NEAR OCEAN,YOUNG,7-STAR,OVER
34,1980,970,NEAR OCEAN,ADULT,5-STAR,MEDIUM
43,1145,586,NEAR OCEAN,ADULT,5-STAR,SMALL
25,3710,2068,NEAR OCEAN,YOUNG,7-STAR,OVER
33,4104,1837,NEAR OCEAN,ADULT,7-STAR,OVER
27,2958,1285,NEAR OCEAN,ADULT,5-STAR,OVER
29,1526,724,NEAR OCEAN,ADULT,5-STAR,MEDIUM
38,2197,1228,NEAR OCEAN,ADULT,5-STAR,OVER
38,3767,1455,NEAR OCEAN,ADULT,7-STAR,OVER
38,2769,994,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2789,1156,NEAR OCEAN,ADULT,5-STAR,OVER
32,2297,871,NEAR OCEAN,ADULT,5-STAR,MEDIUM
24,2328,969,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
26,4042,1611,NEAR OCEAN,ADULT,7-STAR,OVER
22,14034,6266,NEAR OCEAN,YOUNG,7-STAR,OVER
35,1051,517,NEAR OCEAN,ADULT,5-STAR,SMALL
36,1406,598,NEAR OCEAN,ADULT,5-STAR,SMALL
35,3040,1374,NEAR OCEAN,ADULT,7-STAR,OVER
34,483,291,NEAR OCEAN,ADULT,3-STAR,SMALL
46,672,351,NEAR OCEAN,OLD,3-STAR,SMALL
45,989,504,NEAR OCEAN,ADULT,3-STAR,SMALL
44,348,154,NEAR OCEAN,ADULT,3-STAR,SMALL
39,3996,1744,NEAR OCEAN,ADULT,7-STAR,OVER
29,3703,1611,NEAR OCEAN,ADULT,7-STAR,OVER
24,2307,842,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
52,878,393,NEAR OCEAN,OLD,3-STAR,SMALL
45,1812,752,NEAR OCEAN,ADULT,5-STAR,MEDIUM
43,2607,1225,NEAR OCEAN,ADULT,5-STAR,OVER
40,2709,1156,NEAR OCEAN,ADULT,5-STAR,OVER
44,4420,1790,NEAR OCEAN,ADULT,7-STAR,OVER
44,6983,2818,NEAR OCEAN,ADULT,7-STAR,OVER
33,4719,1980,NEAR OCEAN,ADULT,7-STAR,OVER
33,6499,2694,NEAR OCEAN,ADULT,7-STAR,OVER
25,7335,2626,NEAR OCEAN,YOUNG,7-STAR,OVER
29,4148,1638,NEAR OCEAN,ADULT,7-STAR,OVER
26,3542,1392,NEAR OCEAN,ADULT,7-STAR,OVER
34,4453,1805,NEAR OCEAN,ADULT,7-STAR,OVER
15,5480,2009,NEAR OCEAN,YOUNG,7-STAR,OVER
44,3022,1235,NEAR OCEAN,ADULT,7-STAR,OVER
26,5067,1996,NEAR OCEAN,ADULT,7-STAR,OVER
44,863,281,NEAR OCEAN,ADULT,3-STAR,SMALL
41,1183,455,NEAR OCEAN,ADULT,5-STAR,SMALL
37,3507,1663,NEAR OCEAN,ADULT,7-STAR,OVER
40,1504,689,NEAR OCEAN,ADULT,5-STAR,MEDIUM
38,645,265,NEAR OCEAN,ADULT,3-STAR,SMALL
35,3183,1313,NEAR OCEAN,ADULT,7-STAR,OVER
45,2743,974,NEAR OCEAN,ADULT,5-STAR,MEDIUM
45,4126,1722,NEAR OCEAN,ADULT,7-STAR,OVER
40,4459,2080,NEAR OCEAN,ADULT,7-STAR,OVER
47,2423,1010,NEAR OCEAN,OLD,5-STAR,OVER
30,2956,1191,NEAR OCEAN,ADULT,5-STAR,OVER
38,4105,2561,NEAR OCEAN,ADULT,7-STAR,OVER
39,1535,1204,NEAR BAY,ADULT,5-STAR,OVER
11,840,1338,NEAR OCEAN,YOUNG,3-STAR,OVER
24,2528,2437,NEAR BAY,YOUNG,5-STAR,OVER
47,2570,3107,NEAR OCEAN,OLD,5-STAR,OVER
34,1541,1564,NEAR OCEAN,ADULT,5-STAR,OVER
19,322,191,NEAR OCEAN,YOUNG,3-STAR,SMALL
3,6164,2198,NEAR BAY,YOUNG,7-STAR,OVER
16,4428,1677,NEAR BAY,YOUNG,7-STAR,OVER
4,5233,1690,NEAR BAY,YOUNG,7-STAR,OVER
14,1472,876,NEAR BAY,YOUNG,5-STAR,MEDIUM
18,2962,1639,NEAR BAY,YOUNG,5-STAR,OVER
35,7067,5380,NEAR BAY,ADULT,7-STAR,OVER
20,505,326,NEAR BAY,YOUNG,3-STAR,SMALL
37,1326,1771,NEAR BAY,ADULT,5-STAR,OVER
32,640,991,NEAR BAY,ADULT,3-STAR,MEDIUM
41,733,652,NEAR BAY,ADULT,3-STAR,MEDIUM
30,1170,610,NEAR BAY,ADULT,5-STAR,MEDIUM
45,886,492,NEAR BAY,ADULT,3-STAR,SMALL
38,1300,608,NEAR BAY,ADULT,5-STAR,MEDIUM
44,1371,589,NEAR BAY,ADULT,5-STAR,SMALL
44,1927,846,NEAR BAY,ADULT,5-STAR,MEDIUM
37,1053,939,NEAR BAY,ADULT,5-STAR,MEDIUM
37,1403,1587,NEAR BAY,ADULT,5-STAR,OVER
33,1266,1991,NEAR OCEAN,ADULT,5-STAR,OVER
26,1777,1966,NEAR OCEAN,ADULT,5-STAR,OVER
43,733,497,NEAR OCEAN,ADULT,3-STAR,SMALL
23,7740,4124,NEAR OCEAN,YOUNG,7-STAR,OVER
35,367,398,NEAR OCEAN,ADULT,3-STAR,SMALL
28,5956,3571,NEAR OCEAN,ADULT,7-STAR,OVER
33,3108,1895,NEAR OCEAN,ADULT,7-STAR,OVER
39,5264,3057,NEAR OCEAN,ADULT,7-STAR,OVER
38,1578,879,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2283,1148,NEAR OCEAN,ADULT,5-STAR,OVER
36,2021,1117,NEAR OCEAN,ADULT,5-STAR,OVER
33,2643,1015,NEAR OCEAN,ADULT,5-STAR,OVER
26,4670,2103,NEAR OCEAN,ADULT,7-STAR,OVER
33,6841,2681,NEAR OCEAN,ADULT,7-STAR,OVER
36,4686,2254,NEAR OCEAN,ADULT,7-STAR,OVER
17,2742,986,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
36,6090,3081,NEAR OCEAN,ADULT,7-STAR,OVER
37,2586,1208,NEAR OCEAN,ADULT,5-STAR,OVER
34,4177,1586,NEAR OCEAN,ADULT,7-STAR,OVER
29,1617,758,NEAR OCEAN,ADULT,5-STAR,MEDIUM
13,2888,1182,NEAR OCEAN,YOUNG,5-STAR,OVER
40,1723,976,NEAR OCEAN,ADULT,5-STAR,MEDIUM
31,2328,722,NEAR OCEAN,ADULT,5-STAR,MEDIUM
32,4281,1318,NEAR OCEAN,ADULT,7-STAR,OVER
48,2560,921,NEAR OCEAN,OLD,5-STAR,MEDIUM
40,1777,577,NEAR OCEAN,ADULT,5-STAR,SMALL
40,2529,831,NEAR BAY,ADULT,5-STAR,MEDIUM
40,2959,985,NEAR BAY,ADULT,5-STAR,MEDIUM
37,2848,852,NEAR BAY,ADULT,5-STAR,MEDIUM
44,2581,1006,NEAR BAY,ADULT,5-STAR,OVER
39,2427,1178,NEAR BAY,ADULT,5-STAR,OVER
33,3687,3091,NEAR BAY,ADULT,7-STAR,OVER
36,2238,1949,NEAR BAY,ADULT,5-STAR,OVER
46,30,13,NEAR BAY,OLD,3-STAR,SMALL
36,1210,981,NEAR BAY,ADULT,5-STAR,MEDIUM
36,2081,1931,NEAR BAY,ADULT,5-STAR,OVER
36,880,795,NEAR BAY,ADULT,3-STAR,MEDIUM
25,1630,1546,NEAR BAY,YOUNG,5-STAR,OVER
37,1576,1385,NEAR BAY,ADULT,5-STAR,OVER
35,1321,1133,NEAR BAY,ADULT,5-STAR,OVER
38,1276,955,NEAR BAY,ADULT,5-STAR,MEDIUM
31,2247,1711,NEAR BAY,ADULT,5-STAR,OVER
30,1480,1126,NEAR BAY,ADULT,5-STAR,OVER
37,3373,2909,NEAR BAY,ADULT,7-STAR,OVER
37,1844,1634,NEAR BAY,ADULT,5-STAR,OVER
38,1560,1331,NEAR BAY,ADULT,5-STAR,OVER
30,4198,2678,NEAR BAY,ADULT,7-STAR,OVER
27,5580,4165,NEAR BAY,ADULT,7-STAR,OVER
39,1295,566,NEAR BAY,ADULT,5-STAR,SMALL
42,1995,794,NEAR BAY,ADULT,5-STAR,MEDIUM
45,2068,844,NEAR BAY,ADULT,5-STAR,MEDIUM
50,196,76,NEAR BAY,OLD,3-STAR,SMALL
32,2663,1403,NEAR BAY,ADULT,5-STAR,OVER
47,2312,1044,NEAR BAY,OLD,5-STAR,OVER
34,5419,2002,NEAR BAY,ADULT,7-STAR,OVER
33,1828,766,NEAR BAY,ADULT,5-STAR,MEDIUM
35,1025,388,NEAR BAY,ADULT,5-STAR,SMALL
43,2061,817,NEAR BAY,ADULT,5-STAR,MEDIUM
37,5257,2128,NEAR BAY,ADULT,7-STAR,OVER
18,1636,853,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
44,2237,948,NEAR OCEAN,ADULT,5-STAR,MEDIUM
38,3383,1203,NEAR OCEAN,ADULT,7-STAR,OVER
39,4402,1616,NEAR OCEAN,ADULT,7-STAR,OVER
38,3626,1350,NEAR OCEAN,ADULT,7-STAR,OVER
35,1140,486,NEAR OCEAN,ADULT,5-STAR,SMALL
40,2223,1050,NEAR OCEAN,ADULT,5-STAR,OVER
39,2392,937,NEAR OCEAN,ADULT,5-STAR,MEDIUM
22,3294,1337,NEAR OCEAN,YOUNG,7-STAR,OVER
33,1606,727,NEAR OCEAN,ADULT,5-STAR,MEDIUM
23,5741,1843,NEAR OCEAN,YOUNG,7-STAR,OVER
16,1945,512,NEAR OCEAN,YOUNG,5-STAR,SMALL
47,932,295,NEAR OCEAN,OLD,3-STAR,SMALL
20,975,324,NEAR OCEAN,YOUNG,3-STAR,SMALL
28,564,191,NEAR OCEAN,ADULT,3-STAR,SMALL
37,1296,540,NEAR OCEAN,ADULT,5-STAR,SMALL
30,2612,980,NEAR OCEAN,ADULT,5-STAR,MEDIUM
28,4518,1489,NEAR OCEAN,ADULT,7-STAR,OVER
17,3095,1173,NEAR BAY,YOUNG,7-STAR,OVER
34,1476,613,NEAR OCEAN,ADULT,5-STAR,MEDIUM
26,440,322,NEAR OCEAN,ADULT,3-STAR,SMALL
34,1559,600,NEAR OCEAN,ADULT,5-STAR,SMALL
32,2297,814,NEAR OCEAN,ADULT,5-STAR,MEDIUM
34,2999,927,NEAR OCEAN,ADULT,5-STAR,MEDIUM
41,830,353,NEAR OCEAN,ADULT,3-STAR,SMALL
36,2410,934,NEAR OCEAN,ADULT,5-STAR,MEDIUM
33,1601,629,NEAR OCEAN,ADULT,5-STAR,MEDIUM
33,370,153,NEAR OCEAN,ADULT,3-STAR,SMALL
28,1103,415,NEAR OCEAN,ADULT,5-STAR,SMALL
30,6373,2149,NEAR OCEAN,ADULT,7-STAR,OVER
23,949,399,NEAR OCEAN,YOUNG,3-STAR,SMALL
18,2297,1086,NEAR OCEAN,YOUNG,5-STAR,OVER
25,950,404,NEAR OCEAN,YOUNG,3-STAR,SMALL
22,1564,761,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
15,4974,2222,NEAR OCEAN,YOUNG,7-STAR,OVER
16,7077,3502,NEAR OCEAN,YOUNG,7-STAR,OVER
19,4768,2199,NEAR OCEAN,YOUNG,7-STAR,OVER
15,3456,1527,NEAR OCEAN,YOUNG,7-STAR,OVER
17,1574,672,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
11,749,355,NEAR OCEAN,YOUNG,3-STAR,SMALL
21,1209,801,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
17,11999,5467,NEAR OCEAN,YOUNG,7-STAR,OVER
21,1799,576,NEAR OCEAN,YOUNG,5-STAR,SMALL
33,1054,400,NEAR OCEAN,ADULT,5-STAR,SMALL
52,573,232,NEAR OCEAN,OLD,3-STAR,SMALL
37,2607,1346,NEAR OCEAN,ADULT,5-STAR,OVER
30,2762,1581,NEAR OCEAN,ADULT,5-STAR,OVER
52,1746,941,NEAR OCEAN,OLD,5-STAR,MEDIUM
24,5652,2312,NEAR OCEAN,YOUNG,7-STAR,OVER
9,1830,1515,NEAR OCEAN,YOUNG,5-STAR,OVER
24,2746,1076,NEAR OCEAN,YOUNG,5-STAR,OVER
26,3578,1504,NEAR OCEAN,ADULT,7-STAR,OVER
28,1080,524,NEAR OCEAN,ADULT,5-STAR,SMALL
28,1985,1092,NEAR OCEAN,ADULT,5-STAR,OVER
6,2864,1404,NEAR OCEAN,YOUNG,5-STAR,OVER
21,2377,1007,NEAR OCEAN,YOUNG,5-STAR,OVER
26,3563,1479,<1H OCEAN,ADULT,7-STAR,OVER
23,2077,705,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
38,1729,801,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,2703,1383,NEAR OCEAN,ADULT,5-STAR,OVER
26,4257,1861,NEAR OCEAN,ADULT,7-STAR,OVER
30,2491,1091,<1H OCEAN,ADULT,5-STAR,OVER
27,984,777,<1H OCEAN,ADULT,3-STAR,MEDIUM
46,1332,746,<1H OCEAN,OLD,5-STAR,MEDIUM
36,1156,521,<1H OCEAN,ADULT,5-STAR,SMALL
33,1028,753,<1H OCEAN,ADULT,5-STAR,MEDIUM
18,1170,681,<1H OCEAN,YOUNG,5-STAR,MEDIUM
31,1643,1253,<1H OCEAN,ADULT,5-STAR,OVER
47,1572,790,<1H OCEAN,OLD,5-STAR,MEDIUM
50,3265,1256,<1H OCEAN,OLD,7-STAR,OVER
52,1837,711,<1H OCEAN,OLD,5-STAR,MEDIUM
37,1462,678,<1H OCEAN,ADULT,5-STAR,MEDIUM
48,2408,1005,<1H OCEAN,OLD,5-STAR,OVER
39,1486,758,<1H OCEAN,ADULT,5-STAR,MEDIUM
52,977,412,<1H OCEAN,OLD,3-STAR,SMALL
32,3725,1304,<1H OCEAN,ADULT,7-STAR,OVER
34,3262,1265,<1H OCEAN,ADULT,7-STAR,OVER
35,2183,988,<1H OCEAN,ADULT,5-STAR,MEDIUM
41,2220,927,<1H OCEAN,ADULT,5-STAR,MEDIUM
43,1781,663,<1H OCEAN,ADULT,5-STAR,MEDIUM
39,1489,700,<1H OCEAN,ADULT,5-STAR,MEDIUM
48,2114,973,NEAR OCEAN,OLD,5-STAR,MEDIUM
44,2261,763,<1H OCEAN,ADULT,5-STAR,MEDIUM
27,1251,503,NEAR OCEAN,ADULT,5-STAR,SMALL
29,2526,1092,<1H OCEAN,ADULT,5-STAR,OVER
41,1989,666,<1H OCEAN,ADULT,5-STAR,MEDIUM
44,2440,1011,<1H OCEAN,ADULT,5-STAR,OVER
35,1402,654,<1H OCEAN,ADULT,5-STAR,MEDIUM
43,1257,671,<1H OCEAN,ADULT,5-STAR,MEDIUM
37,2801,1150,<1H OCEAN,ADULT,5-STAR,OVER
23,2600,917,<1H OCEAN,YOUNG,5-STAR,MEDIUM
35,2700,1995,<1H OCEAN,ADULT,5-STAR,OVER
26,2790,1014,<1H OCEAN,ADULT,5-STAR,OVER
27,5509,2591,<1H OCEAN,ADULT,7-STAR,OVER
32,3202,1316,<1H OCEAN,ADULT,7-STAR,OVER
30,1273,1082,<1H OCEAN,ADULT,5-STAR,OVER
33,1961,1693,<1H OCEAN,ADULT,5-STAR,OVER
49,1785,1267,<1H OCEAN,OLD,5-STAR,OVER
28,1814,849,<1H OCEAN,ADULT,5-STAR,MEDIUM
38,1452,1139,<1H OCEAN,ADULT,5-STAR,OVER
39,1467,1404,<1H OCEAN,ADULT,5-STAR,OVER
37,1673,1477,<1H OCEAN,ADULT,5-STAR,OVER
23,1333,1369,<1H OCEAN,YOUNG,5-STAR,OVER
52,1364,804,<1H OCEAN,OLD,5-STAR,MEDIUM
52,329,291,<1H OCEAN,OLD,3-STAR,SMALL
41,725,582,<1H OCEAN,ADULT,3-STAR,SMALL
17,1826,1325,<1H OCEAN,YOUNG,5-STAR,OVER
52,302,392,<1H OCEAN,OLD,3-STAR,SMALL
52,1838,851,<1H OCEAN,OLD,5-STAR,MEDIUM
49,1560,1041,<1H OCEAN,OLD,5-STAR,OVER
39,1172,606,<1H OCEAN,ADULT,5-STAR,MEDIUM
50,840,488,<1H OCEAN,OLD,3-STAR,SMALL
43,1802,1490,<1H OCEAN,ADULT,5-STAR,OVER
52,1526,1633,NEAR OCEAN,OLD,5-STAR,OVER
37,1635,1027,NEAR OCEAN,ADULT,5-STAR,OVER
31,1524,1257,NEAR OCEAN,ADULT,5-STAR,OVER
49,1610,961,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,1759,980,NEAR OCEAN,OLD,5-STAR,MEDIUM
52,1411,1091,<1H OCEAN,OLD,5-STAR,OVER
23,2068,1898,<1H OCEAN,YOUNG,5-STAR,OVER
31,1034,997,NEAR OCEAN,ADULT,5-STAR,MEDIUM
20,1648,905,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
34,1706,628,NEAR OCEAN,ADULT,5-STAR,MEDIUM
35,1604,904,NEAR OCEAN,ADULT,5-STAR,MEDIUM
36,1846,748,NEAR OCEAN,ADULT,5-STAR,MEDIUM
25,1858,865,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
35,871,354,NEAR OCEAN,ADULT,3-STAR,SMALL
27,3782,1742,NEAR OCEAN,ADULT,7-STAR,OVER
18,1225,694,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
19,1215,1349,NEAR OCEAN,YOUNG,5-STAR,OVER
19,2086,1701,NEAR OCEAN,YOUNG,5-STAR,OVER
39,1383,677,NEAR OCEAN,ADULT,5-STAR,MEDIUM
44,1208,603,<1H OCEAN,ADULT,5-STAR,MEDIUM
23,2982,1317,NEAR OCEAN,YOUNG,5-STAR,OVER
26,3119,1459,NEAR OCEAN,ADULT,7-STAR,OVER
31,1997,826,NEAR OCEAN,ADULT,5-STAR,MEDIUM
27,1448,978,NEAR OCEAN,ADULT,5-STAR,MEDIUM
23,1364,638,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
25,2024,907,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
35,1853,878,NEAR OCEAN,ADULT,5-STAR,MEDIUM
30,2365,1053,NEAR OCEAN,ADULT,5-STAR,OVER
29,1769,703,NEAR OCEAN,ADULT,5-STAR,MEDIUM
26,1648,954,NEAR OCEAN,ADULT,5-STAR,MEDIUM
34,1664,705,NEAR OCEAN,ADULT,5-STAR,MEDIUM
32,1479,830,NEAR OCEAN,ADULT,5-STAR,MEDIUM
42,1765,753,<1H OCEAN,ADULT,5-STAR,MEDIUM
34,3045,1002,<1H OCEAN,ADULT,7-STAR,OVER
29,3865,1266,<1H OCEAN,ADULT,7-STAR,OVER
32,1872,749,<1H OCEAN,ADULT,5-STAR,MEDIUM
33,3597,1207,<1H OCEAN,ADULT,7-STAR,OVER
37,3188,984,<1H OCEAN,ADULT,7-STAR,MEDIUM
16,2665,794,<1H OCEAN,YOUNG,5-STAR,MEDIUM
8,1705,886,<1H OCEAN,YOUNG,5-STAR,MEDIUM
20,4489,2867,<1H OCEAN,YOUNG,7-STAR,OVER
24,3422,1763,NEAR OCEAN,YOUNG,7-STAR,OVER
15,1112,411,NEAR OCEAN,YOUNG,5-STAR,SMALL
23,1414,889,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
32,1921,951,NEAR OCEAN,ADULT,5-STAR,MEDIUM
20,1834,1305,NEAR OCEAN,YOUNG,5-STAR,OVER
22,2323,1301,NEAR OCEAN,YOUNG,5-STAR,OVER
14,1671,1079,<1H OCEAN,YOUNG,5-STAR,OVER
28,3506,1362,<1H OCEAN,ADULT,7-STAR,OVER
17,1951,681,<1H OCEAN,YOUNG,5-STAR,MEDIUM
22,2512,919,<1H OCEAN,YOUNG,5-STAR,MEDIUM
28,2718,1066,<1H OCEAN,ADULT,5-STAR,OVER
35,622,278,<1H OCEAN,ADULT,3-STAR,SMALL
39,308,59,NEAR OCEAN,ADULT,3-STAR,SMALL
17,4617,2303,NEAR OCEAN,YOUNG,7-STAR,OVER
35,2469,1168,<1H OCEAN,ADULT,5-STAR,OVER
17,2074,1035,<1H OCEAN,YOUNG,5-STAR,OVER
14,1289,693,<1H OCEAN,YOUNG,5-STAR,MEDIUM
25,1337,671,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
14,2647,1487,NEAR OCEAN,YOUNG,5-STAR,OVER
15,2958,1348,NEAR OCEAN,YOUNG,5-STAR,OVER
11,2137,916,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
10,2426,966,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
22,2136,1143,NEAR OCEAN,YOUNG,5-STAR,OVER
17,921,434,NEAR OCEAN,YOUNG,3-STAR,SMALL
9,2536,832,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
24,1601,731,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
13,3942,1542,NEAR OCEAN,YOUNG,7-STAR,OVER
18,1348,631,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
18,2375,1048,NEAR OCEAN,YOUNG,5-STAR,OVER
11,3478,1693,NEAR OCEAN,YOUNG,7-STAR,OVER
18,2708,988,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
16,2943,959,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
11,586,317,NEAR OCEAN,YOUNG,3-STAR,SMALL
24,1874,820,NEAR OCEAN,YOUNG,5-STAR,MEDIUM
30,2992,1288,NEAR OCEAN,ADULT,5-STAR,OVER
12,3189,1200,<1H OCEAN,YOUNG,7-STAR,OVER
16,712,355,<1H OCEAN,YOUNG,3-STAR,SMALL
20,3842,2490,<1H OCEAN,YOUNG,7-STAR,OVER
15,2143,929,<1H OCEAN,YOUNG,5-STAR,MEDIUM
9,3124,1169,<1H OCEAN,YOUNG,7-STAR,OVER
4,1533,545,<1H OCEAN,YOUNG,5-STAR,SMALL
13,2312,1084,<1H OCEAN,YOUNG,5-STAR,OVER
23,3415,1492,NEAR OCEAN,YOUNG,7-STAR,OVER
11,1633,504,<1H OCEAN,YOUNG,5-STAR,SMALL
26,2384,1323,<1H OCEAN,ADULT,5-STAR,OVER
15,978,407,<1H OCEAN,YOUNG,3-STAR,SMALL
17,3172,1538,<1H OCEAN,YOUNG,7-STAR,OVER
17,1932,874,<1H OCEAN,YOUNG,5-STAR,MEDIUM
17,2649,1057,<1H OCEAN,YOUNG,5-STAR,OVER
24,2590,1093,<1H OCEAN,YOUNG,5-STAR,OVER
4,6986,2801,<1H OCEAN,YOUNG,7-STAR,OVER
27,2019,1029,<1H OCEAN,ADULT,5-STAR,OVER
30,2388,1117,<1H OCEAN,ADULT,5-STAR,OVER
8,3119,1159,<1H OCEAN,YOUNG,7-STAR,OVER
24,2020,855,<1H OCEAN,YOUNG,5-STAR,MEDIUM
30,1979,999,<1H OCEAN,ADULT,5-STAR,MEDIUM
28,2862,1384,<1H OCEAN,ADULT,5-STAR,OVER
22,2580,1149,<1H OCEAN,YOUNG,5-STAR,OVER
18,2505,1162,<1H OCEAN,YOUNG,5-STAR,OVER
21,2131,1094,<1H OCEAN,YOUNG,5-STAR,OVER
26,1699,799,<1H OCEAN,ADULT,5-STAR,MEDIUM
4,3680,1678,<1H OCEAN,YOUNG,7-STAR,OVER
10,2197,1064,<1H OCEAN,YOUNG,5-STAR,OVER
32,1997,866,<1H OCEAN,ADULT,5-STAR,MEDIUM
15,1534,761,<1H OCEAN,YOUNG,5-STAR,MEDIUM
52,1391,632,<1H OCEAN,OLD,5-STAR,MEDIUM
33,3404,1579,<1H OCEAN,ADULT,7-STAR,OVER
50,1966,985,<1H OCEAN,OLD,5-STAR,MEDIUM
43,2020,692,<1H OCEAN,ADULT,5-STAR,MEDIUM
32,2844,1337,<1H OCEAN,ADULT,5-STAR,OVER
4,2866,1311,<1H OCEAN,YOUNG,5-STAR,OVER
10,2980,1593,<1H OCEAN,YOUNG,5-STAR,OVER
21,2725,1466,<1H OCEAN,YOUNG,5-STAR,OVER
28,1433,1001,<1H OCEAN,ADULT,5-STAR,OVER
20,1678,840,<1H OCEAN,YOUNG,5-STAR,MEDIUM
24,2739,1171,<1H OCEAN,YOUNG,5-STAR,OVER
24,1799,1416,<1H OCEAN,YOUNG,5-STAR,OVER
31,3518,1386,<1H OCEAN,ADULT,7-STAR,OVER
19,2298,1246,<1H OCEAN,YOUNG,5-STAR,OVER
19,2350,1291,<1H OCEAN,YOUNG,5-STAR,OVER
18,1932,1071,<1H OCEAN,YOUNG,5-STAR,OVER
16,2299,1245,<1H OCEAN,YOUNG,5-STAR,OVER
14,2069,1240,<1H OCEAN,YOUNG,5-STAR,OVER
9,2813,1144,<1H OCEAN,YOUNG,5-STAR,OVER
21,1774,724,<1H OCEAN,YOUNG,5-STAR,MEDIUM
9,2712,1116,<1H OCEAN,YOUNG,5-STAR,OVER
8,1885,835,<1H OCEAN,YOUNG,5-STAR,MEDIUM
6,5762,2551,<1H OCEAN,YOUNG,7-STAR,OVER
22,1619,1509,<1H OCEAN,YOUNG,5-STAR,OVER
26,1705,1605,<1H OCEAN,ADULT,5-STAR,OVER
25,1920,1434,<1H OCEAN,YOUNG,5-STAR,OVER
10,1897,1353,<1H OCEAN,YOUNG,5-STAR,OVER
29,2374,1617,<1H OCEAN,ADULT,5-STAR,OVER
30,1685,1290,<1H OCEAN,ADULT,5-STAR,OVER
21,2121,2211,<1H OCEAN,YOUNG,5-STAR,OVER
11,1299,1158,<1H OCEAN,YOUNG,5-STAR,OVER
39,1228,851,<1H OCEAN,ADULT,5-STAR,MEDIUM
34,1248,986,<1H OCEAN,ADULT,5-STAR,MEDIUM
26,1949,1575,<1H OCEAN,ADULT,5-STAR,OVER
32,1574,1772,<1H OCEAN,ADULT,5-STAR,OVER
24,2481,1101,<1H OCEAN,YOUNG,5-STAR,OVER
17,1368,642,<1H OCEAN,YOUNG,5-STAR,MEDIUM
15,868,1133,<1H OCEAN,YOUNG,3-STAR,OVER
16,2098,1252,<1H OCEAN,YOUNG,5-STAR,OVER
38,3004,2601,<1H OCEAN,ADULT,7-STAR,OVER
10,2207,2232,<1H OCEAN,YOUNG,5-STAR,OVER
29,1877,1634,<1H OCEAN,ADULT,5-STAR,OVER
7,1479,1057,<1H OCEAN,YOUNG,5-STAR,OVER
26,1058,891,<1H OCEAN,ADULT,5-STAR,MEDIUM
24,1702,1240,<1H OCEAN,YOUNG,5-STAR,OVER
23,1353,1322,<1H OCEAN,YOUNG,5-STAR,OVER
27,1401,1306,NEAR OCEAN,ADULT,5-STAR,OVER
38,1145,1107,NEAR OCEAN,ADULT,5-STAR,OVER
5,2090,1911,NEAR OCEAN,YOUNG,5-STAR,OVER
44,711,384,NEAR OCEAN,ADULT,3-STAR,SMALL
29,17738,12427,NEAR OCEAN,ADULT,7-STAR,OVER
26,3069,1524,NEAR OCEAN,ADULT,7-STAR,OVER
11,562,504,NEAR OCEAN,YOUNG,3-STAR,SMALL
22,1298,1272,NEAR OCEAN,YOUNG,5-STAR,OVER
26,2364,1520,NEAR OCEAN,ADULT,5-STAR,OVER
8,2482,1427,NEAR OCEAN,YOUNG,5-STAR,OVER
31,1438,816,NEAR OCEAN,ADULT,5-STAR,MEDIUM
16,686,614,NEAR OCEAN,YOUNG,3-STAR,MEDIUM
8,787,446,NEAR OCEAN,YOUNG,3-STAR,SMALL
30,2330,1255,NEAR OCEAN,ADULT,5-STAR,OVER
27,2696,1322,NEAR OCEAN,ADULT,5-STAR,OVER
